filename,extension,filesize_kb,file_path,date_modified,sensitive,keywords
invoice_0059.csv,.csv,498,C:/Healthcare/Insurance/,2025-03-20T19:27:56,0,[]
guideline_0060.pdf,.pdf,169,C:/Healthcare/Internal/,2025-04-19T02:20:04,0,[]
results_0061.xls,.xls,1649,C:/Healthcare/LabResults/,2024-05-29T00:09:08,1,[]
protocol_0062.pdf,.pdf,1561,C:/Healthcare/Internal/,2023-01-31T08:12:14,0,[]
parking_0063.txt,.txt,84,C:/Healthcare/PublicInfo/,2025-04-16T02:19:01,0,[]
shift_0064.csv,.csv,127,C:/Healthcare/StaffSchedules/,2024-09-20T02:01:04,1,[]
policy_0065.csv,.csv,499,C:/Healthcare/Insurance/,2025-10-26T22:25:21,0,[]
credentials_consent_0066.pdf,.pdf,893,C:/Healthcare/Patients/,2024-12-07T08:25:10,1,['credentials']
workorder_0067.pdf,.pdf,665,C:/Healthcare/Maintenance/,2024-12-31T14:18:35,0,[]
patient_0068.xlsx,.xlsx,127,C:/Healthcare/Patients/,2025-10-09T11:10:29,1,[]
visit_0069.csv,.csv,438,C:/Healthcare/Patients/,2025-11-05T23:14:05,1,[]
results_0070.csv,.csv,81,C:/Healthcare/LabResults/,2023-06-27T22:05:41,1,[]
claim_0071.csv,.csv,157,C:/Healthcare/Insurance/,2024-08-06T00:27:27,0,[]
insurance_claim_menu_0072.csv,.csv,309,C:/Healthcare/PublicInfo/,2024-04-13T11:49:02,0,['insurance_claim']
specimen_0073.pdf,.pdf,23,C:/Healthcare/LabResults/,2025-02-24T23:35:07,1,[]
workorder_0074.xlsx,.xlsx,2041,C:/Healthcare/Maintenance/,2024-12-15T04:19:30,1,[]
reimbursement_0075.docx,.docx,606,C:/Healthcare/Insurance/,2025-01-21T02:05:36,1,[]
procedure_0076.pdf,.pdf,873,C:/Healthcare/Internal/,2024-03-09T07:11:55,0,[]
guideline_0077.docx,.docx,178,C:/Healthcare/Internal/,2024-05-19T21:24:23,0,[]
coverage_0078.docx,.docx,874,C:/Healthcare/Insurance/,2024-03-05T04:02:20,1,[]
insurance_claim_visit_0079.xlsx,.xlsx,161,C:/Healthcare/Patients/,2025-01-09T14:02:15,1,['insurance_claim']
diagnosis_protocol_0080.pdf,.pdf,1046,C:/Healthcare/Internal/,2024-07-27T06:04:46,1,['diagnosis']
guideline_0081.pdf,.pdf,114,C:/Healthcare/Internal/,2024-02-25T20:29:47,0,[]
minutes_0082.pdf,.pdf,544,C:/Healthcare/Meetings/,2025-12-08T03:09:44,0,[]
invoice_0083.pdf,.pdf,730,C:/Healthcare/Insurance/,2023-06-06T03:53:05,0,[]
shift_0084.xlsx,.xlsx,84,C:/Healthcare/StaffSchedules/,2023-03-26T16:52:38,1,[]
minutes_0085.txt,.txt,25,C:/Healthcare/Meetings/,2024-12-30T04:23:11,0,[]
protocol_0086.pdf,.pdf,39,C:/Healthcare/Internal/,2023-04-12T12:10:47,0,[]
notice_0087.txt,.txt,68,C:/Healthcare/PublicInfo/,2023-05-13T07:46:27,0,[]
shift_0088.xlsx,.xlsx,814,C:/Healthcare/StaffSchedules/,2024-11-30T20:23:47,0,[]
procedure_0089.docx,.docx,44,C:/Healthcare/Internal/,2023-06-04T03:41:44,0,[]
shift_0090.csv,.csv,402,C:/Healthcare/StaffSchedules/,2023-01-05T03:45:29,1,[]
info_0091.txt,.txt,82,C:/Healthcare/PublicInfo/,2025-12-03T19:34:02,1,[]
schedule_0092.pdf,.pdf,133,C:/Healthcare/StaffSchedules/,2023-12-16T05:30:13,0,[]
ssn_policy_0093.csv,.csv,342,C:/Healthcare/Insurance/,2024-03-24T08:10:57,0,['ssn']
procedure_0094.docx,.docx,29,C:/Healthcare/Internal/,2024-11-11T00:50:00,0,[]
analysis_0095.csv,.csv,568,C:/Healthcare/LabResults/,2025-11-13T11:39:54,0,[]
record_0096.csv,.csv,305,C:/Healthcare/Patients/,2024-11-17T23:30:25,0,[]
meeting_0097.pdf,.pdf,1690,C:/Healthcare/Meetings/,2024-09-26T08:19:13,0,[]
maintenance_0098.xlsx,.xlsx,464,C:/Healthcare/Maintenance/,2024-09-14T01:56:31,0,[]
record_0099.docx,.docx,150,C:/Healthcare/Patients/,2023-01-02T18:54:53,1,[]
protocol_0100.pdf,.pdf,830,C:/Healthcare/Internal/,2023-03-22T04:13:35,0,[]
roster_0101.xlsx,.xlsx,631,C:/Healthcare/StaffSchedules/,2025-09-05T16:55:58,0,[]
shift_0102.pdf,.pdf,376,C:/Healthcare/StaffSchedules/,2023-06-26T06:08:13,0,[]
procedure_0103.xlsx,.xlsx,1844,C:/Healthcare/Internal/,2024-02-29T18:01:08,0,[]
info_0104.csv,.csv,6,C:/Healthcare/PublicInfo/,2025-02-28T12:35:37,0,[]
coverage_0105.csv,.csv,577,C:/Healthcare/Insurance/,2024-02-20T00:55:07,0,[]
record_0106.docx,.docx,778,C:/Healthcare/Patients/,2024-11-24T16:29:36,0,[]
procedure_0107.pdf,.pdf,715,C:/Healthcare/Internal/,2025-12-19T12:37:34,0,[]
roster_0108.csv,.csv,81,C:/Healthcare/StaffSchedules/,2024-08-15T05:19:38,0,[]
menu_0109.csv,.csv,603,C:/Healthcare/PublicInfo/,2023-06-05T21:51:48,1,[]
ssn_guideline_0110.docx,.docx,445,C:/Healthcare/Internal/,2024-12-30T07:52:41,1,['ssn']
meeting_0111.docx,.docx,258,C:/Healthcare/Meetings/,2025-04-08T22:52:54,1,[]
info_0112.csv,.csv,763,C:/Healthcare/PublicInfo/,2024-03-22T10:15:56,1,[]
shift_0113.pdf,.pdf,1187,C:/Healthcare/StaffSchedules/,2023-09-16T10:31:43,0,[]
minutes_0114.txt,.txt,103,C:/Healthcare/Meetings/,2024-08-05T07:05:19,1,[]
info_0115.pdf,.pdf,894,C:/Healthcare/PublicInfo/,2024-08-17T06:17:06,0,[]
credentials_schedule_0116.csv,.csv,53,C:/Healthcare/StaffSchedules/,2024-12-23T17:53:54,0,['credentials']
prescription_minutes_0117.txt,.txt,66,C:/Healthcare/Meetings/,2024-01-24T12:20:15,0,['prescription']
protocol_0118.xlsx,.xlsx,51,C:/Healthcare/Internal/,2024-07-11T14:58:02,0,[]
consent_agenda_0119.txt,.txt,3,C:/Healthcare/Meetings/,2025-05-29T03:21:46,1,['consent']
consent_0120.csv,.csv,284,C:/Healthcare/Patients/,2024-07-01T07:28:38,0,[]
schedule_0121.csv,.csv,281,C:/Healthcare/StaffSchedules/,2023-08-01T11:29:58,0,[]
lab_0122.pdf,.pdf,415,C:/Healthcare/LabResults/,2023-05-21T00:24:56,0,[]
agenda_0123.pdf,.pdf,1706,C:/Healthcare/Meetings/,2025-04-04T15:36:39,1,[]
agenda_0124.txt,.txt,68,C:/Healthcare/Meetings/,2023-06-28T21:50:16,0,[]
protocol_0125.xlsx,.xlsx,30,C:/Healthcare/Internal/,2024-09-09T08:34:27,1,[]
passwords_workorder_0126.xlsx,.xlsx,406,C:/Healthcare/Maintenance/,2024-02-12T06:05:08,1,['passwords']
diagnosis_parking_0127.csv,.csv,491,C:/Healthcare/PublicInfo/,2024-05-24T12:57:37,0,['diagnosis']
schedule_0128.csv,.csv,95,C:/Healthcare/StaffSchedules/,2023-08-06T03:15:53,0,[]
record_0129.csv,.csv,626,C:/Healthcare/Patients/,2024-08-26T17:46:00,1,[]
procedure_0130.pdf,.pdf,1589,C:/Healthcare/Internal/,2024-10-06T12:00:58,0,[]
specimen_0131.pdf,.pdf,40,C:/Healthcare/LabResults/,2024-11-19T18:31:10,0,[]
consent_guideline_0132.xlsx,.xlsx,1035,C:/Healthcare/Internal/,2023-04-05T01:28:15,1,['consent']
notice_0133.pdf,.pdf,46,C:/Healthcare/PublicInfo/,2025-09-20T10:01:26,0,[]
record_0134.pdf,.pdf,1288,C:/Healthcare/Patients/,2025-05-10T22:21:50,1,[]
roster_0135.csv,.csv,302,C:/Healthcare/StaffSchedules/,2023-08-13T18:21:31,1,[]
confidential_policy_0136.docx,.docx,420,C:/Healthcare/Insurance/,2025-07-03T18:01:41,1,['confidential']
insurance_claim_workorder_0137.xlsx,.xlsx,2089,C:/Healthcare/Maintenance/,2024-11-27T08:54:40,1,['insurance_claim']
maintenance_0138.pdf,.pdf,1103,C:/Healthcare/Maintenance/,2025-10-20T13:41:13,1,[]
credentials_minutes_0139.docx,.docx,22,C:/Healthcare/Meetings/,2024-11-20T01:12:08,0,['credentials']
test_0140.pdf,.pdf,1129,C:/Healthcare/LabResults/,2025-05-01T20:12:34,1,[]
log_0141.pdf,.pdf,1815,C:/Healthcare/Maintenance/,2025-12-26T04:13:59,0,[]
specimen_0142.pdf,.pdf,610,C:/Healthcare/LabResults/,2024-06-10T12:17:11,1,[]
payroll_procedure_0143.pdf,.pdf,1139,C:/Healthcare/Internal/,2025-12-02T22:32:38,1,['payroll']
patient_protocol_0144.docx,.docx,1116,C:/Healthcare/Internal/,2023-04-04T04:15:10,0,['patient']
workorder_0145.txt,.txt,100,C:/Healthcare/Maintenance/,2023-03-21T22:02:55,0,[]
passwords_agenda_0146.docx,.docx,293,C:/Healthcare/Meetings/,2023-06-18T02:40:25,1,['passwords']
medical_workorder_0147.txt,.txt,107,C:/Healthcare/Maintenance/,2025-08-23T19:32:36,0,['medical']
medical_record_0148.xlsx,.xlsx,963,C:/Healthcare/Patients/,2023-01-10T11:38:25,0,['medical']
reimbursement_0149.csv,.csv,584,C:/Healthcare/Insurance/,2023-05-23T12:58:27,1,[]
shift_0150.csv,.csv,323,C:/Healthcare/StaffSchedules/,2025-05-31T17:25:17,0,[]
results_0151.pdf,.pdf,647,C:/Healthcare/LabResults/,2025-10-25T06:51:47,0,[]
info_0152.txt,.txt,147,C:/Healthcare/PublicInfo/,2023-06-26T19:25:27,1,[]
workorder_0153.pdf,.pdf,33,C:/Healthcare/Maintenance/,2023-12-09T13:31:23,0,[]
medical_notice_0154.csv,.csv,282,C:/Healthcare/PublicInfo/,2024-03-25T15:22:16,0,['medical']
workorder_0155.xlsx,.xlsx,252,C:/Healthcare/Maintenance/,2025-02-16T03:07:55,1,[]
confidential_log_0156.xlsx,.xlsx,1206,C:/Healthcare/Maintenance/,2024-10-28T20:52:41,0,['confidential']
info_0157.csv,.csv,402,C:/Healthcare/PublicInfo/,2025-08-18T05:22:48,0,[]
patient_guideline_0158.xlsx,.xlsx,140,C:/Healthcare/Internal/,2024-09-06T19:15:06,1,['patient']
minutes_0159.txt,.txt,145,C:/Healthcare/Meetings/,2023-10-29T05:15:14,1,[]
log_0160.pdf,.pdf,25,C:/Healthcare/Maintenance/,2025-07-24T19:03:43,1,[]
claim_0161.csv,.csv,351,C:/Healthcare/Insurance/,2025-06-19T04:08:10,0,[]
procedure_0162.xlsx,.xlsx,629,C:/Healthcare/Internal/,2024-05-06T02:30:44,0,[]
invoice_0163.docx,.docx,1415,C:/Healthcare/Insurance/,2025-02-27T02:53:24,1,[]
prescription_analysis_0164.xlsx,.xlsx,956,C:/Healthcare/LabResults/,2023-05-21T06:29:51,0,['prescription']
notice_0165.txt,.txt,46,C:/Healthcare/PublicInfo/,2024-05-14T11:23:11,0,[]
protocol_0166.pdf,.pdf,1661,C:/Healthcare/Internal/,2023-05-12T00:01:04,0,[]
invoice_0167.pdf,.pdf,120,C:/Healthcare/Insurance/,2024-03-15T11:02:13,0,[]
parking_0168.txt,.txt,100,C:/Healthcare/PublicInfo/,2025-11-19T19:48:54,1,[]
menu_0169.pdf,.pdf,893,C:/Healthcare/PublicInfo/,2025-10-16T03:29:33,0,[]
notice_0170.pdf,.pdf,1337,C:/Healthcare/PublicInfo/,2025-11-06T23:45:00,0,[]
analysis_0171.csv,.csv,156,C:/Healthcare/LabResults/,2024-06-14T20:42:18,1,[]
protocol_0172.docx,.docx,1097,C:/Healthcare/Internal/,2025-04-18T12:06:44,0,[]
payroll_diagnosis_0173.xlsx,.xlsx,266,C:/Healthcare/Patients/,2025-08-28T12:00:47,1,['payroll']
claim_0174.csv,.csv,585,C:/Healthcare/Insurance/,2024-03-18T14:52:59,0,[]
protocol_0175.docx,.docx,627,C:/Healthcare/Internal/,2024-07-25T10:06:17,0,[]
guideline_0176.pdf,.pdf,987,C:/Healthcare/Internal/,2023-11-07T05:16:15,0,[]
claim_0177.csv,.csv,326,C:/Healthcare/Insurance/,2025-03-12T10:29:45,0,[]
results_0178.xlsx,.xlsx,535,C:/Healthcare/LabResults/,2023-12-11T22:10:36,0,[]
protocol_0179.xlsx,.xlsx,1198,C:/Healthcare/Internal/,2023-05-07T18:28:16,0,[]
workorder_0180.xlsx,.xlsx,1070,C:/Healthcare/Maintenance/,2023-08-02T18:05:04,0,[]
consent_0181.docx,.docx,114,C:/Healthcare/Patients/,2023-01-09T03:46:43,1,[]
results_0182.xls,.xls,123,C:/Healthcare/LabResults/,2023-06-22T17:20:47,0,[]
payroll_minutes_0183.pdf,.pdf,258,C:/Healthcare/Meetings/,2025-02-15T10:59:02,0,['payroll']
diagnosis_0184.xlsx,.xlsx,542,C:/Healthcare/Patients/,2024-01-09T16:53:05,1,[]
notice_0185.pdf,.pdf,1280,C:/Healthcare/PublicInfo/,2025-02-27T13:32:30,0,[]
payroll_consent_0186.docx,.docx,245,C:/Healthcare/Patients/,2023-04-15T22:48:10,0,['payroll']
log_0187.xlsx,.xlsx,756,C:/Healthcare/Maintenance/,2023-03-10T20:57:15,0,[]
log_0188.pdf,.pdf,4,C:/Healthcare/Maintenance/,2025-09-08T08:49:10,0,[]
claim_0189.csv,.csv,358,C:/Healthcare/Insurance/,2023-11-06T20:46:27,0,[]
record_0190.docx,.docx,391,C:/Healthcare/Patients/,2025-10-01T22:11:55,0,[]
roster_0191.xlsx,.xlsx,500,C:/Healthcare/StaffSchedules/,2024-09-13T09:53:33,0,[]
guideline_0192.xlsx,.xlsx,1404,C:/Healthcare/Internal/,2025-03-17T16:00:25,1,[]
meeting_0193.txt,.txt,40,C:/Healthcare/Meetings/,2025-04-27T08:45:34,0,[]
minutes_0194.pdf,.pdf,508,C:/Healthcare/Meetings/,2023-09-16T20:58:02,0,[]
protocol_0195.pdf,.pdf,67,C:/Healthcare/Internal/,2025-09-20T09:08:37,0,[]
consent_0196.pdf,.pdf,121,C:/Healthcare/Patients/,2023-08-10T19:12:15,0,[]
protocol_0197.docx,.docx,151,C:/Healthcare/Internal/,2023-02-20T07:24:44,0,[]
coverage_0198.csv,.csv,21,C:/Healthcare/Insurance/,2024-09-10T07:47:05,0,[]
maintenance_0199.pdf,.pdf,1476,C:/Healthcare/Maintenance/,2025-05-22T12:40:35,1,[]
test_0200.xlsx,.xlsx,262,C:/Healthcare/LabResults/,2025-02-02T01:16:14,1,[]
roster_0201.xlsx,.xlsx,342,C:/Healthcare/StaffSchedules/,2025-11-25T08:09:55,0,[]
passwords_log_0202.txt,.txt,92,C:/Healthcare/Maintenance/,2025-12-23T18:03:57,1,['passwords']
reimbursement_0203.csv,.csv,15,C:/Healthcare/Insurance/,2025-02-06T10:28:22,0,[]
diagnosis_0204.docx,.docx,126,C:/Healthcare/Patients/,2023-05-14T22:20:46,0,[]
analysis_0205.xlsx,.xlsx,317,C:/Healthcare/LabResults/,2024-05-07T11:38:53,0,[]
specimen_0206.xlsx,.xlsx,382,C:/Healthcare/LabResults/,2023-10-10T16:04:38,0,[]
claim_0207.docx,.docx,80,C:/Healthcare/Insurance/,2023-12-17T06:08:29,0,[]
log_0208.txt,.txt,60,C:/Healthcare/Maintenance/,2023-11-01T22:39:57,0,[]
agenda_0209.pdf,.pdf,40,C:/Healthcare/Meetings/,2025-06-21T00:04:14,1,[]
reimbursement_0210.pdf,.pdf,1215,C:/Healthcare/Insurance/,2023-02-14T01:50:25,0,[]
specimen_0211.xls,.xls,332,C:/Healthcare/LabResults/,2023-02-17T01:08:24,1,[]
procedure_0212.xlsx,.xlsx,670,C:/Healthcare/Internal/,2025-11-30T02:18:34,0,[]
notice_0213.pdf,.pdf,78,C:/Healthcare/PublicInfo/,2024-06-12T11:17:53,1,[]
coverage_0214.pdf,.pdf,1137,C:/Healthcare/Insurance/,2024-07-29T14:44:23,0,[]
credentials_analysis_0215.xlsx,.xlsx,1458,C:/Healthcare/LabResults/,2024-08-19T18:08:37,1,['credentials']
menu_0216.pdf,.pdf,602,C:/Healthcare/PublicInfo/,2023-09-05T12:42:56,0,[]
guideline_0217.xlsx,.xlsx,2391,C:/Healthcare/Internal/,2025-02-24T04:20:07,0,[]
protocol_0218.xlsx,.xlsx,593,C:/Healthcare/Internal/,2025-10-13T08:34:55,1,[]
protocol_0219.docx,.docx,690,C:/Healthcare/Internal/,2024-09-18T10:24:05,0,[]
maintenance_0220.xlsx,.xlsx,462,C:/Healthcare/Maintenance/,2025-02-22T08:00:31,1,[]
guideline_0221.xlsx,.xlsx,333,C:/Healthcare/Internal/,2023-05-31T04:32:49,0,[]
parking_0222.txt,.txt,33,C:/Healthcare/PublicInfo/,2025-02-15T20:15:20,0,[]
visit_0223.pdf,.pdf,1585,C:/Healthcare/Patients/,2025-03-11T19:26:48,0,[]
reimbursement_0224.pdf,.pdf,795,C:/Healthcare/Insurance/,2025-07-11T07:39:34,1,[]
log_0225.pdf,.pdf,310,C:/Healthcare/Maintenance/,2024-07-26T05:22:28,0,[]
workorder_0226.txt,.txt,6,C:/Healthcare/Maintenance/,2025-07-16T06:24:12,0,[]
procedure_0227.docx,.docx,81,C:/Healthcare/Internal/,2025-06-25T11:19:28,0,[]
procedure_0228.docx,.docx,71,C:/Healthcare/Internal/,2024-01-12T05:44:32,0,[]
patient_0229.xlsx,.xlsx,18,C:/Healthcare/Patients/,2023-11-13T17:37:58,0,[]
info_0230.txt,.txt,14,C:/Healthcare/PublicInfo/,2025-05-21T07:22:28,0,[]
workorder_0231.txt,.txt,37,C:/Healthcare/Maintenance/,2024-12-15T01:29:54,0,[]
log_0232.pdf,.pdf,49,C:/Healthcare/Maintenance/,2025-08-05T17:18:12,0,[]
protocol_0233.docx,.docx,1126,C:/Healthcare/Internal/,2024-03-24T22:51:18,0,[]
shift_0234.pdf,.pdf,1957,C:/Healthcare/StaffSchedules/,2024-02-29T19:14:09,0,[]
meeting_0235.pdf,.pdf,136,C:/Healthcare/Meetings/,2023-08-16T13:01:32,0,[]
credentials_meeting_0236.pdf,.pdf,682,C:/Healthcare/Meetings/,2025-04-16T15:38:25,0,['credentials']
meeting_0237.txt,.txt,71,C:/Healthcare/Meetings/,2025-04-04T22:39:42,1,[]
prescription_roster_0238.csv,.csv,650,C:/Healthcare/StaffSchedules/,2023-01-09T01:10:41,0,['prescription']
invoice_0239.docx,.docx,899,C:/Healthcare/Insurance/,2025-09-30T08:49:11,1,[]
patient_0240.csv,.csv,285,C:/Healthcare/Patients/,2023-02-27T22:34:45,1,[]
policy_0241.docx,.docx,334,C:/Healthcare/Insurance/,2023-10-17T10:12:03,1,[]
minutes_0242.txt,.txt,70,C:/Healthcare/Meetings/,2024-03-18T01:13:38,0,[]
procedure_0243.xlsx,.xlsx,1255,C:/Healthcare/Internal/,2024-02-28T20:06:13,0,[]
shift_0244.pdf,.pdf,720,C:/Healthcare/StaffSchedules/,2024-06-07T16:27:10,0,[]
minutes_0245.docx,.docx,778,C:/Healthcare/Meetings/,2025-03-11T11:03:19,0,[]
ssn_log_0246.xlsx,.xlsx,705,C:/Healthcare/Maintenance/,2024-08-18T20:41:23,0,['ssn']
shift_0247.csv,.csv,261,C:/Healthcare/StaffSchedules/,2025-10-12T11:04:56,0,[]
maintenance_0248.txt,.txt,34,C:/Healthcare/Maintenance/,2025-12-28T22:30:26,0,[]
meeting_0249.txt,.txt,53,C:/Healthcare/Meetings/,2023-12-07T09:42:22,0,[]
invoice_0250.docx,.docx,16,C:/Healthcare/Insurance/,2025-01-01T09:44:34,0,[]
schedule_0251.pdf,.pdf,1531,C:/Healthcare/StaffSchedules/,2025-12-29T06:18:10,0,[]
passwords_log_0252.xlsx,.xlsx,952,C:/Healthcare/Maintenance/,2023-09-13T14:23:23,0,['passwords']
diagnosis_workorder_0253.txt,.txt,119,C:/Healthcare/Maintenance/,2023-03-28T10:15:11,0,['diagnosis']
guideline_0254.docx,.docx,664,C:/Healthcare/Internal/,2023-02-03T19:39:41,1,[]
notice_0255.pdf,.pdf,1115,C:/Healthcare/PublicInfo/,2023-04-10T01:08:30,0,[]
patient_0256.csv,.csv,324,C:/Healthcare/Patients/,2023-07-30T09:09:14,0,[]
info_0257.txt,.txt,90,C:/Healthcare/PublicInfo/,2024-08-06T13:04:50,0,[]
prescription_specimen_0258.csv,.csv,630,C:/Healthcare/LabResults/,2023-07-17T19:50:36,1,['prescription']
roster_0259.pdf,.pdf,523,C:/Healthcare/StaffSchedules/,2024-08-12T04:27:05,0,[]
shift_0260.xlsx,.xlsx,1813,C:/Healthcare/StaffSchedules/,2023-02-20T01:08:54,1,[]
notice_0261.txt,.txt,9,C:/Healthcare/PublicInfo/,2023-03-17T14:47:05,1,[]
shift_0262.pdf,.pdf,1121,C:/Healthcare/StaffSchedules/,2023-08-06T16:37:58,0,[]
meeting_0263.pdf,.pdf,690,C:/Healthcare/Meetings/,2024-01-04T00:25:21,0,[]
meeting_0264.txt,.txt,57,C:/Healthcare/Meetings/,2023-04-05T16:39:55,0,[]
invoice_0265.docx,.docx,143,C:/Healthcare/Insurance/,2024-08-15T02:28:28,1,[]
payroll_workorder_0266.txt,.txt,145,C:/Healthcare/Maintenance/,2024-04-12T04:15:58,1,['payroll']
claim_0267.csv,.csv,332,C:/Healthcare/Insurance/,2024-01-13T06:25:18,0,[]
credentials_meeting_0268.pdf,.pdf,608,C:/Healthcare/Meetings/,2023-10-23T21:40:10,0,['credentials']
