count_sensitive_files,has_high_sensitivity,max_file_confidence,avg_sensitivity_score,num_open_ports,has_web_port,num_high_ports,is_admin,interesting_env_keys,last_action,action_label
0,0,0.1215,0.1215,2,0,2,0,1,SIM_NO_OP,SIM_READ_ENV
11,1,0.9279,0.6442,1,0,0,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0125,0.0125,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
3,1,0.9549,0.6412,1,1,1,0,0,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0376,0.0376,1,0,1,1,2,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.1231,0.1231,4,0,2,0,0,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.2201,0.2201,3,0,1,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
0,0,0.0885,0.0885,5,0,3,0,0,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0165,0.0165,3,1,3,1,2,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
3,1,0.9804,0.6578,1,1,1,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.1661,0.1661,3,0,3,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0753,0.0753,1,0,1,0,1,SIM_NO_OP,SIM_READ_ENV
6,1,0.9147,0.974,4,0,4,0,1,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.1332,0.1332,2,0,2,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
0,0,0.0899,0.0899,2,0,2,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0298,0.0298,2,0,2,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
1,1,0.9879,0.7109,2,0,2,1,1,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.1907,0.1907,4,1,3,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.1347,0.1347,1,0,1,0,1,SIM_READ_ENV,SIM_READ_ENV
2,0,0.8318,0.8521,2,0,2,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
2,1,0.9268,0.8586,1,1,1,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0289,0.0289,2,1,2,0,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0577,0.0577,1,1,1,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.0064,0.0064,1,0,1,1,2,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0614,0.0614,1,1,1,0,1,SIM_READ_ENV,SIM_SCAN_PORT
1,1,0.9654,0.7954,0,0,0,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.2702,0.2702,1,0,1,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.0606,0.0606,1,0,0,0,1,SIM_NO_OP,SIM_READ_ENV
3,1,0.9721,0.8345,1,1,1,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0312,0.0312,0,0,0,1,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
1,1,0.9096,0.8278,3,1,2,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0869,0.0869,1,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
0,0,0.0393,0.0393,3,0,3,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.1391,0.1391,2,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
0,0,0.1436,0.1436,1,0,1,0,2,SIM_READ_ENV,SIM_READ_ENV
5,1,0.9973,0.8049,1,0,1,1,1,SIM_READ_FILE,SIM_READ_FILE
2,0,0.608,0.6754,2,0,2,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.035,0.035,2,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.0163,0.0163,0,1,0,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.008,0.008,2,0,2,0,2,SIM_READ_FILE,SIM_READ_ENV
0,0,0.0358,0.0358,0,1,0,0,2,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.0393,0.0393,3,0,3,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.0637,0.0637,3,0,0,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
6,1,0.9715,0.9784,3,0,3,0,0,SIM_READ_ENV,SIM_READ_FILE
2,0,0.7022,0.9181,2,0,2,0,2,SIM_READ_FILE,SIM_NO_OP
0,0,0.1694,0.1694,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0022,0.0022,1,0,0,0,0,SIM_READ_FILE,SIM_NO_OP
2,1,0.9855,0.8024,3,1,3,1,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0354,0.0354,0,1,0,0,0,SIM_NO_OP,SIM_SCAN_PORT
0,0,0.0213,0.0213,0,0,0,0,0,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0244,0.0244,2,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.0499,0.0499,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
2,1,0.9564,0.6327,2,1,0,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0001,0.0001,4,0,3,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.1251,0.1251,1,1,1,1,2,SIM_READ_ENV,SIM_LIST_PROCESSES
3,1,0.9425,0.781,2,1,2,0,2,SIM_READ_FILE,SIM_READ_FILE
8,1,0.9257,0.7498,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.0677,0.0677,4,0,3,0,0,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.0525,0.0525,4,0,3,1,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
2,1,0.9277,0.4328,0,0,0,0,0,SIM_READ_FILE,SIM_READ_FILE
0,0,0.0349,0.0349,0,0,0,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0015,0.0015,2,0,1,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
12,1,0.9579,0.8471,2,1,2,0,0,SIM_NO_OP,SIM_READ_FILE
1,0,0.8979,0.8629,1,0,1,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
2,0,0.8681,0.767,3,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
0,0,0.0491,0.0491,2,0,2,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0546,0.0546,2,0,2,0,2,SIM_NO_OP,SIM_READ_ENV
8,1,0.9257,0.7498,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
1,0,0.8533,0.8391,4,0,4,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0041,0.0041,3,0,3,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
1,0,0.8675,0.6275,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.2003,0.2003,3,0,3,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.0641,0.0641,1,0,1,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.3179,0.3179,1,0,1,0,0,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.0002,0.0002,2,0,2,0,2,SIM_SCAN_PORT,SIM_READ_ENV
0,0,0.1331,0.1331,3,1,2,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.0281,0.0281,4,1,4,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
1,1,0.9867,0.8345,1,0,1,0,1,SIM_NO_OP,SIM_READ_FILE
0,0,0.0377,0.0377,1,0,1,1,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
1,1,0.9178,0.6727,2,1,1,0,1,SIM_SCAN_PORT,SIM_READ_FILE
5,0,0.7136,0.9754,1,1,0,0,1,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.1401,0.1401,5,1,4,0,1,SIM_NO_OP,SIM_SCAN_PORT
0,0,0.0567,0.0567,2,0,1,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.021,0.021,2,0,2,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
2,1,0.9199,0.9432,0,1,0,0,1,SIM_READ_FILE,SIM_READ_FILE
6,0,0.8508,0.7606,1,0,1,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.0375,0.0375,0,1,0,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.0135,0.0135,2,0,2,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.0374,0.0374,3,0,2,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.2085,0.2085,2,0,1,0,2,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.1761,0.1761,4,0,2,0,3,SIM_READ_FILE,SIM_NO_OP
0,0,0.0471,0.0471,1,0,1,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.1112,0.1112,2,0,2,0,0,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.109,0.109,1,0,1,1,1,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.1691,0.1691,3,1,2,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
3,1,0.9268,0.4803,1,0,1,0,0,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.1181,0.1181,3,0,3,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
2,1,0.9439,0.9359,3,1,2,0,0,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0934,0.0934,1,1,0,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0161,0.0161,1,0,0,0,3,SIM_LIST_PROCESSES,SIM_READ_ENV
1,0,0.8533,0.8391,4,0,4,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0138,0.0138,3,0,2,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.1285,0.1285,2,0,2,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0774,0.0774,1,0,1,0,1,SIM_READ_FILE,SIM_READ_ENV
3,1,0.9977,0.6483,0,1,0,0,2,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0333,0.0333,2,0,2,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.0152,0.0152,1,1,1,0,1,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.1233,0.1233,3,0,3,0,2,SIM_NO_OP,SIM_NO_OP
4,1,0.9384,0.9422,1,0,1,1,0,SIM_LIST_PROCESSES,SIM_READ_FILE
8,1,0.9257,0.7498,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.2252,0.2252,1,0,1,0,1,SIM_READ_ENV,SIM_NO_OP
0,0,0.2005,0.2005,1,1,1,1,3,SIM_NO_OP,SIM_LIST_PROCESSES
1,1,0.939,0.8574,2,0,2,1,1,SIM_READ_ENV,SIM_READ_FILE
0,0,0.0298,0.0298,2,0,2,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.0166,0.0166,1,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.2021,0.2021,4,0,4,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
1,1,0.9872,0.5519,5,1,4,0,1,SIM_NO_OP,SIM_READ_FILE
2,1,0.9487,0.932,4,0,4,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0001,0.0001,4,0,3,0,0,SIM_NO_OP,SIM_NO_OP
1,1,0.9818,0.7183,1,0,0,0,2,SIM_NO_OP,SIM_READ_FILE
0,0,0.0758,0.0758,2,0,2,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.4513,0.4513,2,1,2,0,1,SIM_NO_OP,SIM_NO_OP
0,0,0.0127,0.0127,1,0,0,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.022,0.022,1,1,1,1,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.0491,0.0491,0,1,0,0,2,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0846,0.0846,1,1,1,1,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.0839,0.0839,2,1,1,0,0,SIM_READ_FILE,SIM_NO_OP
0,0,0.0776,0.0776,2,0,2,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0135,0.0135,0,0,0,1,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.0396,0.0396,1,0,1,0,2,SIM_SCAN_PORT,SIM_READ_ENV
2,1,0.9992,0.5651,0,1,0,0,3,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.019,0.019,0,1,0,1,1,SIM_NO_OP,SIM_NO_OP
1,0,0.7423,0.9774,3,0,3,0,1,SIM_NO_OP,SIM_READ_ENV
3,1,0.9275,0.9686,2,0,1,0,0,SIM_READ_FILE,SIM_READ_FILE
0,0,0.0328,0.0328,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.0628,0.0628,4,0,4,0,0,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.1554,0.1554,1,1,1,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.2144,0.2144,0,0,0,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.0479,0.0479,3,0,3,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.1166,0.1166,2,1,2,0,1,SIM_READ_ENV,SIM_NO_OP
0,0,0.0681,0.0681,1,0,1,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
3,1,0.9296,0.8596,1,1,1,0,0,SIM_READ_FILE,SIM_READ_FILE
2,1,0.9405,0.8574,2,1,2,0,1,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0236,0.0236,1,1,1,0,1,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0104,0.0104,1,0,0,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.0007,0.0007,3,1,2,1,0,SIM_READ_FILE,SIM_NO_OP
0,0,0.0875,0.0875,2,0,1,0,3,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0039,0.0039,1,0,1,0,2,SIM_READ_FILE,SIM_READ_ENV
0,0,0.0494,0.0494,4,1,4,0,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0247,0.0247,1,0,0,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
9,0,0.4134,0.5447,0,0,0,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.0307,0.0307,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.2836,0.2836,4,0,2,0,2,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.059,0.059,1,0,1,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
1,0,0.8114,0.8205,5,0,4,1,0,SIM_READ_FILE,SIM_SCAN_PORT
7,1,0.912,0.8925,3,1,3,1,1,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0394,0.0394,4,0,4,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0479,0.0479,2,0,2,0,1,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.0041,0.0041,5,0,5,0,1,SIM_NO_OP,SIM_NO_OP
0,0,0.1605,0.1605,11,0,7,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
2,1,0.9483,0.9301,1,0,1,0,0,SIM_SCAN_PORT,SIM_NO_OP
5,1,0.9497,0.8746,0,0,0,1,1,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.0437,0.0437,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
3,1,0.9994,0.8277,2,1,1,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0474,0.0474,3,0,2,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.0827,0.0827,3,0,2,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
0,0,0.0349,0.0349,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.2555,0.2555,3,0,2,0,1,SIM_READ_ENV,SIM_READ_ENV
12,0,0.8357,0.7414,2,0,2,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
0,0,0.0532,0.0532,1,0,1,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.1876,0.1876,1,0,1,1,2,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.1388,0.1388,0,0,0,0,1,SIM_SCAN_PORT,SIM_READ_ENV
0,0,0.049,0.049,2,1,2,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
7,0,0.8073,0.9649,1,0,1,0,1,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.0125,0.0125,2,0,0,0,2,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.0087,0.0087,0,0,0,0,0,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.086,0.086,2,0,2,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
2,1,0.9273,0.7209,3,0,2,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.1612,0.1612,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.075,0.075,2,1,2,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.2123,0.2123,1,0,1,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0497,0.0497,2,0,2,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
4,1,0.952,0.7745,1,0,1,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.3205,0.3205,2,1,2,1,0,SIM_READ_FILE,SIM_SCAN_PORT
3,1,0.9429,0.7255,1,0,1,0,2,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
2,1,0.9296,0.8673,0,1,0,0,2,SIM_READ_FILE,SIM_READ_FILE
1,0,0.8992,0.7978,3,0,2,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.1664,0.1664,1,0,1,1,2,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.4941,0.4941,1,1,0,0,2,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0238,0.0238,2,1,2,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.1544,0.1544,4,1,4,0,0,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.203,0.203,1,0,1,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.1845,0.1845,1,1,1,0,0,SIM_READ_FILE,SIM_NO_OP
0,0,0.0087,0.0087,2,1,2,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.008,0.008,3,0,3,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.113,0.113,3,0,1,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.2005,0.2005,1,1,1,1,3,SIM_NO_OP,SIM_LIST_PROCESSES
4,1,0.9261,0.7248,5,0,4,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
1,1,0.9277,0.6729,1,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0211,0.0211,2,0,2,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.2718,0.2718,0,0,0,0,2,SIM_READ_FILE,SIM_READ_ENV
0,0,0.151,0.151,2,1,2,0,0,SIM_LIST_PROCESSES,SIM_SCAN_PORT
0,0,0.2689,0.2689,3,0,3,0,2,SIM_READ_FILE,SIM_READ_ENV
0,0,0.2249,0.2249,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.0292,0.0292,3,0,2,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.0469,0.0469,3,1,2,0,0,SIM_NO_OP,SIM_SCAN_PORT
0,0,0.0388,0.0388,5,1,5,0,0,SIM_READ_ENV,SIM_SCAN_PORT
3,0,0.7287,0.9757,1,1,1,0,1,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0144,0.0144,5,0,4,0,2,SIM_SCAN_PORT,SIM_SCAN_PORT
10,1,0.9039,0.7979,1,1,1,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.1434,0.1434,1,0,1,0,1,SIM_NO_OP,SIM_READ_FILE
0,0,0.0415,0.0415,3,0,2,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
5,1,0.93,0.9458,0,1,0,0,0,SIM_READ_ENV,SIM_READ_FILE
0,0,0.0594,0.0594,2,0,2,0,2,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.4875,0.4875,1,0,1,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.0146,0.0146,2,0,2,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
0,0,0.118,0.118,2,1,2,0,2,SIM_LIST_PROCESSES,SIM_NO_OP
1,1,0.9217,0.7777,0,1,0,0,0,SIM_READ_ENV,SIM_READ_FILE
3,1,0.9769,0.6602,0,0,0,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.0165,0.0165,0,0,0,0,1,SIM_READ_FILE,SIM_READ_ENV
0,0,0.1294,0.1294,4,1,2,0,1,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0499,0.0499,0,0,0,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
1,1,0.9073,0.8394,1,0,1,0,1,SIM_READ_ENV,SIM_READ_FILE
0,0,0.1144,0.1144,2,0,1,0,0,SIM_NO_OP,SIM_NO_OP
2,0,0.5491,0.591,0,0,0,0,1,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.2517,0.2517,4,0,4,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0179,0.0179,1,0,1,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.0363,0.0363,3,0,2,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.1901,0.1901,1,0,0,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
2,0,0.8797,0.522,3,0,3,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0829,0.0829,2,1,1,0,0,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.1616,0.1616,2,0,2,1,2,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.1211,0.1211,3,0,3,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.2515,0.2515,2,1,2,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0202,0.0202,1,0,1,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.1093,0.1093,3,0,1,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0827,0.0827,2,1,2,1,0,SIM_SCAN_PORT,SIM_NO_OP
6,0,0.6462,0.5273,4,0,3,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.0516,0.0516,4,0,4,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.1021,0.1021,2,1,1,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.2117,0.2117,2,0,2,0,1,SIM_NO_OP,SIM_NO_OP
0,0,0.2467,0.2467,3,0,3,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.0433,0.0433,1,0,0,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
0,0,0.0426,0.0426,4,0,4,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
2,1,0.9672,0.8463,1,1,1,0,1,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.1131,0.1131,1,0,1,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
4,1,0.9594,0.7481,6,0,5,0,1,SIM_NO_OP,SIM_READ_FILE
0,0,0.0301,0.0301,2,0,2,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
6,1,0.993,0.6145,2,1,2,1,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0043,0.0043,2,1,2,0,2,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0129,0.0129,5,0,5,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.1168,0.1168,4,0,4,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
