filename,extension,filesize_kb,file_path,date_modified,sensitive,keywords,path_dept,path_subdir
diagnosis_5579.xlsx,.xlsx,1027,C:/Healthcare/Patients/,2024-07-24T15:14:57,0,[],Healthcare,Patients
guideline_6919.pdf,.pdf,905,C:/Healthcare/Internal/,2025-10-20T09:31:38,1,[],Healthcare,Internal
claim_9239.docx,.docx,582,C:/Healthcare/Insurance/,2025-07-11T19:37:45,1,[],Healthcare,Insurance
results_0584.csv,.csv,257,C:/Healthcare/LabResults/,2023-07-09T11:03:22,1,[],Healthcare,LabResults
visit_2405.xlsx,.xlsx,215,C:/Healthcare/Patients/,2023-01-29T18:32:18,1,[],Healthcare,Patients
invoice_18435.docx,.docx,526,C:/Healthcare/Insurance/,2024-10-26T16:57:42,1,[],Healthcare,Insurance
review_14588.xlsx,.xlsx,500,C:/Finance/Compliance/,2025-05-02T18:22:20,0,[],Finance,Compliance
summary_1062.csv,.csv,543,C:/Finance/Transactions/,2022-05-04T23:31:30,0,[],Finance,Transactions
account_6825.xlsx,.xlsx,1029,C:/Finance/Accounts/,2024-12-18T14:03:26,1,[],Finance,Accounts
customer_8048.docx,.docx,343,C:/Finance/Customers/,2025-05-18T13:49:39,0,[],Finance,Customers
workorder_9437.txt,.txt,58,C:/Healthcare/Maintenance/,2024-05-19T17:19:02,0,[],Healthcare,Maintenance
maintenance_24382.txt,.txt,125,C:/Healthcare/Maintenance/,2024-04-09T18:48:51,0,[],Healthcare,Maintenance
balance_4343.xlsx,.xlsx,1164,C:/Finance/Accounts/,2023-12-19T04:17:39,1,[],Finance,Accounts
salary_20678.pdf,.pdf,1516,C:/Finance/HR/,2024-12-29T03:21:24,1,[],Finance,HR
guideline_17844.pdf,.pdf,645,C:/Healthcare/Internal/,2024-09-07T09:07:10,1,[],Healthcare,Internal
protocol_22847.pdf,.pdf,241,C:/Healthcare/Internal/,2024-09-15T12:43:25,1,[],Healthcare,Internal
loan_contract_roster_22849.xlsx,.xlsx,1174,C:/Finance/HR/,2024-12-18T19:12:49,1,['loan_contract'],Finance,HR
roster_8653.pdf,.pdf,1468,C:/Healthcare/StaffSchedules/,2025-07-27T04:40:13,0,[],Healthcare,StaffSchedules
consent_20082.csv,.csv,444,C:/Healthcare/Patients/,2025-11-15T20:45:29,0,[],Healthcare,Patients
passwords_protocol_15014.xlsx,.xlsx,1667,C:/Healthcare/Internal/,2025-01-31T07:32:08,1,['passwords'],Healthcare,Internal
coverage_3815.csv,.csv,149,C:/Healthcare/Insurance/,2023-11-08T02:47:37,1,[],Healthcare,Insurance
log_20353.xlsx,.xlsx,2207,C:/Healthcare/Maintenance/,2024-04-02T07:14:52,1,[],Healthcare,Maintenance
memo_0477.xlsx,.xlsx,315,C:/Finance/Reports/,2023-09-11T01:40:06,0,[],Finance,Reports
results_18343.csv,.csv,621,C:/Healthcare/LabResults/,2024-02-06T21:39:25,1,[],Healthcare,LabResults
contract_23470.xlsx,.xlsx,959,C:/Finance/Loans/,2023-03-24T07:39:55,1,[],Finance,Loans
profile_15350.pdf,.pdf,567,C:/Finance/Customers/,2023-10-26T07:05:33,0,[],Finance,Customers
contract_10074.docx,.docx,209,C:/Finance/Loans/,2022-04-10T07:59:17,1,[],Finance,Loans
salary_6472.xlsx,.xlsx,941,C:/Finance/HR/,2022-03-05T06:14:12,1,[],Finance,HR
balance_13283.xlsx,.xlsx,652,C:/Finance/Accounts/,2025-02-13T04:24:05,1,[],Finance,Accounts
schedule_14469.pdf,.pdf,1635,C:/Finance/PublicInfo/,2025-10-26T10:12:48,0,[],Finance,PublicInfo
payroll_notice_23687.csv,.csv,677,C:/Healthcare/PublicInfo/,2025-04-04T08:14:31,0,['payroll'],Healthcare,PublicInfo
coverage_19578.csv,.csv,603,C:/Healthcare/Insurance/,2025-05-24T05:39:16,1,[],Healthcare,Insurance
summary_18884.csv,.csv,268,C:/Finance/Transactions/,2022-03-03T21:22:39,0,[],Finance,Transactions
agenda_0716.docx,.docx,575,C:/Healthcare/Meetings/,2023-10-30T19:21:22,0,[],Healthcare,Meetings
analysis_1654.xlsx,.xlsx,689,C:/Finance/Reports/,2022-04-01T17:57:49,0,[],Finance,Reports
account_8581.csv,.csv,485,C:/Finance/Accounts/,2022-02-24T00:59:06,1,[],Finance,Accounts
diagnosis_24313.docx,.docx,595,C:/Healthcare/Patients/,2024-12-04T06:09:55,1,[],Healthcare,Patients
consent_24860.xlsx,.xlsx,1089,C:/Healthcare/Patients/,2025-12-07T00:10:52,0,[],Healthcare,Patients
protocol_10423.pdf,.pdf,1853,C:/Finance/Internal/,2024-05-22T11:14:47,1,[],Finance,Internal
repayment_23514.xlsx,.xlsx,755,C:/Finance/Loans/,2024-08-08T20:49:10,1,[],Finance,Loans
profile_14282.csv,.csv,577,C:/Finance/Customers/,2022-07-29T08:52:15,0,[],Finance,Customers
coverage_6155.pdf,.pdf,2192,C:/Healthcare/Insurance/,2023-02-19T14:36:52,1,[],Healthcare,Insurance
audit_loan_9039.docx,.docx,425,C:/Finance/Loans/,2024-12-01T03:49:48,1,['audit'],Finance,Loans
roster_16577.xlsx,.xlsx,281,C:/Finance/HR/,2022-01-03T20:50:46,0,[],Finance,HR
guideline_15859.xlsx,.xlsx,804,C:/Healthcare/Internal/,2023-03-23T23:33:12,1,[],Healthcare,Internal
guideline_6616.pdf,.pdf,2311,C:/Finance/Compliance/,2023-12-09T11:09:07,0,[],Finance,Compliance
diagnosis_7241.docx,.docx,792,C:/Healthcare/Patients/,2025-06-14T15:26:48,0,[],Healthcare,Patients
patient_23343.csv,.csv,112,C:/Healthcare/Patients/,2024-10-19T13:03:28,1,[],Healthcare,Patients
log_6834.txt,.txt,77,C:/Healthcare/Maintenance/,2024-01-17T18:48:00,0,[],Healthcare,Maintenance
report_9704.pdf,.pdf,498,C:/Finance/Reports/,2023-09-02T17:13:21,0,[],Finance,Reports
policy_5628.xlsx,.xlsx,1764,C:/Finance/Internal/,2025-04-28T18:05:01,1,[],Finance,Internal
customer_12593.csv,.csv,603,C:/Finance/Customers/,2024-01-26T12:39:43,1,[],Finance,Customers
info_11096.txt,.txt,84,C:/Finance/PublicInfo/,2025-06-01T07:53:53,0,[],Finance,PublicInfo
agreement_17616.xls,.xls,545,C:/Finance/Loans/,2024-05-06T17:24:20,1,[],Finance,Loans
passwords_loan_22106.xlsx,.xlsx,1000,C:/Finance/Loans/,2024-11-19T15:11:17,1,['passwords'],Finance,Loans
menu_8681.txt,.txt,128,C:/Healthcare/PublicInfo/,2023-08-23T12:26:31,0,[],Healthcare,PublicInfo
log_7625.xlsx,.xlsx,710,C:/Healthcare/Maintenance/,2024-06-07T18:30:14,0,[],Healthcare,Maintenance
medical_roster_10788.pdf,.pdf,351,C:/Healthcare/StaffSchedules/,2025-02-13T10:44:34,1,['medical'],Healthcare,StaffSchedules
payroll_minutes_20783.docx,.docx,671,C:/Healthcare/Meetings/,2024-11-09T10:38:39,0,['payroll'],Healthcare,Meetings
claim_6862.csv,.csv,402,C:/Healthcare/Insurance/,2025-01-30T04:35:16,1,[],Healthcare,Insurance
maintenance_3206.txt,.txt,2,C:/Healthcare/Maintenance/,2023-07-23T09:30:15,0,[],Healthcare,Maintenance
guideline_14465.docx,.docx,624,C:/Finance/Internal/,2022-04-12T06:14:01,1,[],Finance,Internal
report_0236.docx,.docx,125,C:/Finance/HR/,2022-08-16T13:01:32,0,[],Finance,HR
procedure_6003.docx,.docx,186,C:/Finance/Internal/,2022-11-19T21:25:40,1,[],Finance,Internal
report_14567.xlsx,.xlsx,887,C:/Finance/Reports/,2023-07-27T13:05:38,0,[],Finance,Reports
info_2291.txt,.txt,126,C:/Finance/PublicInfo/,2024-11-28T05:25:37,0,[],Finance,PublicInfo
consent_agenda_18483.txt,.txt,48,C:/Healthcare/Meetings/,2024-04-02T10:00:46,0,['consent'],Healthcare,Meetings
repayment_21954.xls,.xls,598,C:/Finance/Loans/,2024-05-22T03:33:06,1,[],Finance,Loans
procedure_19141.docx,.docx,218,C:/Finance/Internal/,2022-01-03T23:58:14,1,[],Finance,Internal
reimbursement_5662.pdf,.pdf,289,C:/Healthcare/Insurance/,2023-05-16T08:07:33,1,[],Healthcare,Insurance
contract_11668.docx,.docx,514,C:/Finance/Customers/,2023-08-12T03:43:41,1,[],Finance,Customers
repayment_10869.xls,.xls,204,C:/Finance/Loans/,2025-08-11T11:38:49,1,[],Finance,Loans
record_14697.pdf,.pdf,177,C:/Healthcare/Patients/,2025-02-07T16:15:29,0,[],Healthcare,Patients
passwords_lab_18570.pdf,.pdf,727,C:/Healthcare/LabResults/,2025-10-21T08:04:27,1,['passwords'],Healthcare,LabResults
patient_record_6301.csv,.csv,505,C:/Healthcare/Patients/,2024-08-12T03:16:36,1,['patient'],Healthcare,Patients
menu_22230.pdf,.pdf,455,C:/Healthcare/PublicInfo/,2023-08-14T08:05:25,0,[],Healthcare,PublicInfo
memo_20209.xlsx,.xlsx,1353,C:/Finance/Reports/,2023-07-04T18:35:50,0,[],Finance,Reports
info_18923.txt,.txt,10,C:/Healthcare/PublicInfo/,2024-03-03T02:19:15,0,[],Healthcare,PublicInfo
consent_agenda_12011.docx,.docx,752,C:/Healthcare/Meetings/,2023-09-21T13:30:23,1,['consent'],Healthcare,Meetings
workorder_23146.xlsx,.xlsx,1274,C:/Healthcare/Maintenance/,2023-03-05T16:21:43,1,[],Healthcare,Maintenance
agreement_18474.xls,.xls,1235,C:/Finance/Loans/,2024-10-17T01:27:49,1,[],Finance,Loans
test_23202.csv,.csv,375,C:/Healthcare/LabResults/,2023-10-05T20:24:03,1,[],Healthcare,LabResults
protocol_5060.pdf,.pdf,2497,C:/Healthcare/Internal/,2025-09-07T06:18:02,1,[],Healthcare,Internal
minutes_11094.txt,.txt,134,C:/Healthcare/Meetings/,2024-07-28T11:06:30,0,[],Healthcare,Meetings
announcement_11037.txt,.txt,44,C:/Finance/PublicInfo/,2024-11-14T16:15:20,0,[],Finance,PublicInfo
ssn_maintenance_23791.pdf,.pdf,134,C:/Healthcare/Maintenance/,2025-11-15T21:10:34,1,['ssn'],Healthcare,Maintenance
coverage_22693.pdf,.pdf,48,C:/Healthcare/Insurance/,2023-09-11T12:44:23,1,[],Healthcare,Insurance
announcement_9885.pdf,.pdf,190,C:/Finance/PublicInfo/,2023-01-08T06:40:09,0,[],Finance,PublicInfo
diagnosis_5634.docx,.docx,377,C:/Healthcare/Patients/,2024-09-27T22:49:54,1,[],Healthcare,Patients
customer_19985.csv,.csv,376,C:/Finance/Customers/,2024-05-08T01:14:11,0,[],Finance,Customers
diagnosis_5819.csv,.csv,155,C:/Healthcare/Patients/,2025-11-17T11:07:16,0,[],Healthcare,Patients
ledger_1782.csv,.csv,271,C:/Finance/Accounts/,2023-03-07T21:49:39,1,[],Finance,Accounts
lab_20975.pdf,.pdf,1539,C:/Healthcare/LabResults/,2023-11-19T06:34:11,1,[],Healthcare,LabResults
info_23491.pdf,.pdf,71,C:/Finance/PublicInfo/,2025-10-29T08:10:36,0,[],Finance,PublicInfo
policy_16829.docx,.docx,73,C:/Finance/Compliance/,2023-04-11T02:55:11,1,[],Finance,Compliance
profile_7440.docx,.docx,99,C:/Finance/Customers/,2023-03-18T14:12:27,0,[],Finance,Customers
loan_15132.xlsx,.xlsx,2078,C:/Finance/Loans/,2025-11-20T15:34:27,1,[],Finance,Loans
info_3604.pdf,.pdf,846,C:/Finance/Customers/,2025-04-02T17:15:15,1,[],Finance,Customers
policy_8442.docx,.docx,672,C:/Finance/Internal/,2022-12-22T16:45:42,1,[],Finance,Internal
test_21808.pdf,.pdf,1746,C:/Healthcare/LabResults/,2025-11-24T11:39:12,1,[],Healthcare,LabResults
confidential_salary_17113.docx,.docx,141,C:/Finance/HR/,2023-10-14T13:14:36,1,['confidential'],Finance,HR
repayment_18417.xlsx,.xlsx,1126,C:/Finance/Loans/,2024-03-21T23:12:28,1,[],Finance,Loans
patient_5889.docx,.docx,958,C:/Healthcare/Patients/,2025-02-06T19:35:33,1,[],Healthcare,Patients
info_5849.txt,.txt,27,C:/Healthcare/PublicInfo/,2024-08-30T16:51:13,0,[],Healthcare,PublicInfo
protocol_9039.xlsx,.xlsx,765,C:/Healthcare/Internal/,2024-07-06T23:25:05,1,[],Healthcare,Internal
salary_17664.pdf,.pdf,509,C:/Finance/HR/,2023-10-16T02:26:22,1,[],Finance,HR
contract_14257.pdf,.pdf,249,C:/Finance/Customers/,2024-01-16T02:52:15,1,[],Finance,Customers
customer_4219.csv,.csv,35,C:/Finance/Customers/,2025-12-28T05:36:24,0,[],Finance,Customers
report_11946.pdf,.pdf,402,C:/Finance/Reports/,2025-08-13T02:12:57,0,[],Finance,Reports
pin_guideline_10162.docx,.docx,1366,C:/Finance/Internal/,2023-02-04T03:42:23,1,['pin'],Finance,Internal
audit_statement_10786.csv,.csv,242,C:/Finance/Transactions/,2024-09-19T20:50:51,1,['audit'],Finance,Transactions
maintenance_6412.txt,.txt,63,C:/Healthcare/Maintenance/,2025-12-05T04:49:01,0,[],Healthcare,Maintenance
ssn_memo_15870.pdf,.pdf,1731,C:/Finance/Reports/,2023-01-05T07:09:14,1,['ssn'],Finance,Reports
ssn_notice_14703.csv,.csv,181,C:/Healthcare/PublicInfo/,2023-02-11T04:14:40,0,['ssn'],Healthcare,PublicInfo
minutes_19990.docx,.docx,254,C:/Healthcare/Meetings/,2025-05-14T05:50:14,0,[],Healthcare,Meetings
agreement_10878.xls,.xls,777,C:/Finance/Loans/,2024-05-19T05:51:41,1,[],Finance,Loans
agreement_16747.docx,.docx,603,C:/Finance/Loans/,2022-07-28T06:00:28,1,[],Finance,Loans
policy_16280.docx,.docx,233,C:/Finance/Compliance/,2023-07-10T16:14:46,0,[],Finance,Compliance
guideline_24419.pdf,.pdf,1610,C:/Healthcare/Internal/,2025-03-09T11:34:24,1,[],Healthcare,Internal
notice_15200.pdf,.pdf,1238,C:/Healthcare/PublicInfo/,2023-04-09T18:54:58,0,[],Healthcare,PublicInfo
results_6420.pdf,.pdf,585,C:/Healthcare/LabResults/,2025-08-11T15:58:22,1,[],Healthcare,LabResults
guideline_10669.docx,.docx,577,C:/Finance/Internal/,2025-04-20T20:54:28,1,[],Finance,Internal
meeting_1591.docx,.docx,88,C:/Healthcare/Meetings/,2023-03-16T06:04:48,0,[],Healthcare,Meetings
agenda_7287.docx,.docx,628,C:/Healthcare/Meetings/,2023-01-26T00:25:56,1,[],Healthcare,Meetings
record_12569.docx,.docx,357,C:/Healthcare/Patients/,2025-07-22T11:10:14,0,[],Healthcare,Patients
roster_1323.xlsx,.xlsx,901,C:/Finance/HR/,2023-03-24T11:59:26,0,[],Finance,HR
procedure_14593.docx,.docx,202,C:/Healthcare/Internal/,2023-01-23T08:03:11,1,[],Healthcare,Internal
info_10660.csv,.csv,372,C:/Finance/Customers/,2023-08-16T09:36:06,0,[],Finance,Customers
meeting_17229.txt,.txt,59,C:/Healthcare/Meetings/,2025-07-11T14:09:00,0,[],Healthcare,Meetings
review_9590.xlsx,.xlsx,1767,C:/Finance/Compliance/,2023-10-04T08:47:37,0,[],Finance,Compliance
schedule_16336.xlsx,.xlsx,2627,C:/Healthcare/StaffSchedules/,2023-08-24T04:23:41,1,[],Healthcare,StaffSchedules
lab_1840.xls,.xls,1813,C:/Healthcare/LabResults/,2025-12-19T08:20:29,1,[],Healthcare,LabResults
consent_22819.docx,.docx,192,C:/Healthcare/Patients/,2023-11-28T13:22:33,1,[],Healthcare,Patients
visit_11110.csv,.csv,169,C:/Healthcare/Patients/,2025-06-06T22:44:29,0,[],Healthcare,Patients
ledger_14320.xlsx,.xlsx,1217,C:/Finance/Accounts/,2022-07-12T13:49:02,1,[],Finance,Accounts
visit_22105.pdf,.pdf,430,C:/Healthcare/Patients/,2025-03-15T04:58:57,0,[],Healthcare,Patients
schedule_21766.csv,.csv,345,C:/Healthcare/StaffSchedules/,2023-07-03T13:22:45,0,[],Healthcare,StaffSchedules
reimbursement_12669.csv,.csv,640,C:/Healthcare/Insurance/,2024-07-17T03:30:27,1,[],Healthcare,Insurance
customer_info_0295.txt,.txt,125,C:/Finance/PublicInfo/,2022-06-10T11:02:22,0,['customer'],Finance,PublicInfo
payroll_3528.xlsx,.xlsx,1017,C:/Finance/HR/,2022-03-20T13:11:13,1,[],Finance,HR
guideline_16356.pdf,.pdf,418,C:/Healthcare/Internal/,2023-10-30T10:43:02,1,[],Healthcare,Internal
guideline_6932.xlsx,.xlsx,650,C:/Finance/Internal/,2023-09-14T05:57:54,1,[],Finance,Internal
profile_3288.docx,.docx,613,C:/Finance/Customers/,2025-05-18T10:08:48,1,[],Finance,Customers
